band,site,mb_side,recap,sex,how_sexed,initials,date_captured,rwl1,rwl2,rwl3,intact_lts,intact_rts,lts1,lts2,lts3,rts1,rts2,rts3,mass_1,mass_2,mass_2_date,mass_3,mass_3_date,color_top,color_bottom,mb_tape,cb_side,lysis,amount,notes_1,nest_1,old_new_1,mate_band_1,ci_1,eggs_1,hatched_1,day_12_1,nest_fate_1,success_1,nest_2,old_new_2,mate_band_2,ci_2,eggs_2,hatched_2,day_12_2,nest_fate_2,success_2,notes_2,nest_3,old_new_3,mate_band_3,ci_3,eggs_3,hatched_3,day_12_3,nest_fate_3,success_3,notes_3,nest_4,old_new_4,mate_band_4,ci_4,eggs_4,hatched_4,day_12_4,nest_fate_4,success_4,notes_4,throat_avg_bright,throat_chroma,throat_hue,throat_total_bright,breast_avg_bright,breast_chroma,breast_hue,breast_total_bright,belly_avg_bright,belly_chroma,belly_hue,belly_total_bright,vent_avg_bright,vent_chroma,vent_hue,vent_total_bright,bird_notes,adult_manipulated,adult_treatment,nest_manipulated,nest_treatment,body_feathers,mass_4_date,mass_4,year,julian_ci_1,julian_ci_2,julian_ci_3,julian_ci_4,mean_rwl,mean_rts,mean_lts,adult_manipulation_date,nest_manipulation_date,additional_data,mass,morph_date,plasma,julian_date_captured,paint_left,paint_right,single_cb_color,cb_tape,total_rs,plasma_date,mass_5_date,mass_5,date_feather
2850-57565,Blue Cloud,R,N,M,CP,RJS,2021-06-21,122,122,122,Y,Y,93,93,93,94,94,94,18.6,17.85,2021-08-21,NA,NA,White,White,Blue,L,Y,0.5,"19 had 8E total, 3 from this attempt, 5 from last year or very early season attempt",19,old,2850-57613,unknkown,3,0,0,unhatched,N,24,old,2850-57613,2021-07-12,5,5,5,fledged,Y,nest in wash room,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,11.32647225,0.546496177,680.7416667,22720.90333,25.27383018,0.451586394,609.4013333,50699.30333,24.37715852,0.481918747,651.076,48900.58,23.63184447,0.4648102,641.7736667,47405.48,"Two more glucoses taken, 232 on 6/21/2021 at 21:50, and 186 on 6/21/2021 at 21:51; LTS regrowing, 8/2 removed both white CB which slipped over foot; foot swollen; replaced blue tape; ",N,NA,N,NA,Y,NA,NA,2021,NA,193,NA,NA,122,94,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57566,Colorado Horse Rescue,L,N,F,BP,,2021-08-12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,,,,,,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57567,Colorado Horse Rescue,L,N,M,"CP,TS",,2021-08-12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,,,,,,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57568,Colorado Horse Rescue,L,N,F,BP,,2021-08-12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,,,,,,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57570,Colorado Horse Rescue,L,N,M,,,2021-08-12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,,,,,,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57571,Colorado Horse Rescue,L,N,F,,,2021-08-12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,,,,,,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57599,Cathys,R,N,M,Plumage,RJS,2021-05-26,115,115,115,Y,Y,88,87.5,88,87,87,87,18.2,NA,NA,NA,NA,Dk Green,Lt Green,Yellow,L,Y,0.5,,2,old,2811-38691,2021-05-12,4,3,3,fledged,Y,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,13.98570289,0.427006168,634.7753333,28055.32,16.92169824,0.520746518,657.7083333,33944.92667,9.85111665,0.577564016,679.424,19761.34,16.34453971,0.513922471,650.075,32787.14667,; ; ,N,NA,N,NA,Y,NA,NA,2021,132,NA,NA,NA,115,87,87.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57602,Cooks,R,N,M,CP,HK/RS,2021-06-01,122,122,122,N,Y,NA,NA,NA,87,87,87,17.74,17.48,2021-07-08,NA,NA,Lt Green,White,Yellow,L,Y,0.25,,17,old,2850-57854,2021-06-01,1,0,0,abandoned,N,18,old,2850-57854,2021-06-12,4,4,4,fledged,Y,,1,old,2850-57854,2021-07-25,4,3,3,fledged,Y,,NA,,,NA,NA,NA,NA,,,,9.522951147,0.531900819,663.0593333,19103.04,32.01600199,0.453227543,623.063,64224.1,18.05051346,0.446966046,626.775,36209.33,23.47672815,0.491911054,643.4113333,47094.31667,; LTS broken; ,N,NA,N,NA,Y,NA,NA,2021,152,163,206,NA,122,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57603,Schaap,L,N,F,BP,HVK,2021-06-04,116,115.5,116,Y,Y,74,74,74.5,72,72,72,19.5,20,2021-06-13,18.2,2021-06-19,Purple,Yellow,Red,R,Y,1,tagged female,54,old,2811-06912,2021-05-30,4,0,0,eggs collected,N,33,old,2811-06912,2021-06-28,5,3,3,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,13.45002825,0.515305548,659.167,26980.75667,29.80321203,0.409169359,600.1256667,59785.24333,29.84067298,0.420866332,621.026,59860.39,23.13580384,0.46287527,602.54925,46410.4225,"Glucose 3: 6/29/2021, 245, 20:49; ; ",Y,GPS tag,Y,eggs collected,Y,2021-06-29,20.99,2021,150,179,NA,NA,115.8333333,72,74.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57604,Schaap,R,N,F,BP,RJS,2021-06-04,120,120,120,Y,Y,81.5,81.5,81.5,81,81,81,21.1,NA,NA,NA,NA,Dk Blue,Black,Green,L,Y,0.75,,110,old,2850-57701,2021-05-29,3,3,3,fledged,Y,64,old,2850-57701,2021-07-16,5,5,4,fledged,Y,"#64 had mites, at least 3 chicks died- one before fledging and 2 after",NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,7.059730808,0.573559721,675.1093333,14161.82,33.58652875,0.443060533,641.7736667,67374.57667,26.02754237,0.470536483,641.7736667,52211.25,24.25520106,0.44796758,658.4123333,48655.93333,; Orange on sharpie LTS; ,N,NA,N,NA,Y,NA,NA,2021,149,197,NA,NA,120,81,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57605,Schaap,L,N,M,CP,HVK,2021-06-04,122,122,122,Y,Y,82,82,81.5,80,80,80,16.94,NA,NA,NA,NA,Yellow,Purple,Yellow,R,Y,0.25,,133,new,unknown,NA,,,NA,"Seen building nest 133, nest never finished",,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,22.45236956,0.433494404,655.396,45039.45333,31.3739897,0.451224549,626.078,62936.22333,16.68698405,0.487796367,620.0806667,33474.09,28.86477733,0.468765498,612.7153333,57902.74333,; Mud on bill; ,N,NA,N,NA,Y,NA,NA,2021,NA,NA,NA,NA,122,80,81.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57606,Schaap,R,N,M,CP,HVK,2021-06-04,122.5,122,122,Y,Y,88,88,88,90,90,90,18.88,18.1,2021-06-19,19.5,2021-06-29,Orange,Purple,Red,L,Y,0.5,,71,old,2850-57611,2021-06-03,5,4,4,fledged,Y,134,new,2850-57611,2021-07-22,4,4,4,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,12.7629877,0.512432986,626.745,25602.55333,22.76378365,0.418831023,600.0476667,45664.15,24.15965437,0.449452053,606.763,48464.26667,25.96155201,0.471958383,625.056,52078.87333,; Replaced red tape 6/29/21; missing LTS 6/29/21; ,N,NA,N,NA,Y,2021-08-31,18.66,2021,154,203,NA,NA,122.1666667,90,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57607,Schaap,L,N,M,CP,HVK,2021-06-04,120,119.5,119.5,Y,Y,92,92,91.5,94,94,94,17.69,17.7,2021-06-19,18.36,2021-06-29,White,Lt Blue,NONE,R,Y,1,Female GPS tag,108,old,2850-57553,2021-05-22,5,0,0,eggs collected,N,32,old,2850-57553,2021-06-13,5,3,3,fledged,Y,,97,old,2850-57553,2021-07-29,4,4,4,fledged,Y,,NA,,,NA,NA,NA,NA,,,,16.8127883,0.531872753,626.745,33726.45333,34.79570123,0.437780463,654.4223333,69800.17667,23.11714357,0.49777095,598.7613333,46372.99,17.68050017,0.522573172,663.7416667,35467.08333,; ; ,N,NA,Y,eggs collected,Y,NA,NA,2021,142,164,210,NA,119.6666667,94,91.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57608,Urban Farm Girlz,L,N,F,BP,HVK,2021-06-07,116,116,117,Y,Y,80.5,80,80,80,80.5,80.5,21.9,19.38,2021-06-26,NA,NA,Red,Pink,Yellow,R,Y,0.66,,2,old,2850-57615,2021-05-26,4,0,0,eggs collected,N,5,new,2850-57615,2021-06-21,4,4,4,fledged,Y,One nestling from nest 5 found dead after day 12 (3 fledged),2,old,2850-57615,2021-07-28,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,14.38632104,0.506844107,578.123,28858.96,28.50902459,0.461014915,618.4223333,57189.10333,25.15562645,0.422776675,576.4336667,50462.18667,28.97573779,0.432777246,635.0293333,58125.33,; replaced tape 6/26; ,Y,GPS tag,Y,eggs collected,Y,NA,NA,2021,146,172,209,NA,116.3333333,80.33333333,80.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57609,Cooks,L,N,F,BP,HVK,2021-06-08,116.5,116.5,116.5,Y,Y,74,74,74,74,74,74,17.34,16.67,2021-06-23,NA,NA,Pink,Lt Blue,Red,R,Y,0.75,,24,old,2850-57557,2021-05-25,5,0,0,eggs collected,N,6,old,2850-57557,2021-06-17,5,4,4,fledged,Y,,33,old,2850-57557,2021-08-03,4,4,4,fledged,Y,,NA,,,NA,NA,NA,NA,,,,19.19664506,0.480223381,578.4473333,38508.47,30.34346461,0.422860579,578.123,60868.99,23.83150382,0.40982394,578.4473333,47805.99667,23.2054553,0.50231834,578.123,46550.14333,"additional glucose 7/8/2021 at 8:59am, 121; ; ",Y,GPS tag,Y,eggs collected,Y,NA,NA,2021,145,168,215,NA,116.5,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57610,Blue Cloud,L,N,F,BP,HVK,2021-06-18,114.5,114.5,114.5,Y,Y,71.5,71.5,71.5,70,70,70,18.01,18.36,2021-07-07,NA,NA,Red,White,White,R,Y,0.75,"caught on nest 14, building new nest near 14! 6/23",14,old,2850-57614,2021-06-03,4,0,0,eggs collected,N,22,new,2850-57614,2021-07-02,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,19.07489864,0.492656324,635.7666667,38264.24667,36.44537222,0.376216146,609.081,73109.41667,24.4113443,0.388592005,609.081,48969.15667,32.41565304,0.434377172,609.081,65025.8,; LTS bent when measured; ,Y,GPS tag,Y,eggs collected,Y,NA,NA,2021,154,183,NA,NA,114.5,70,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57611,Schaap,R,N,F,BP,HVK,2021-06-19,121.5,121.5,121.5,N,Y,NA,NA,NA,78,78,78,17.9,NA,NA,NA,NA,Pink,Purple,White,L,Y,0.5,,71,old,2850-57606,2021-06-03,5,4,4,fledged,Y,134,new,2850-57606,2021-07-22,4,4,4,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,17.77763875,0.519804872,657.8363333,35661.94333,31.4244234,0.427065878,617.439,63037.39333,29.9645879,0.434138374,609.081,60108.96333,23.42436524,0.482408366,588.4423333,46989.27667,; Missing LTS; dropped LTS in bag; ,N,NA,N,NA,Y,NA,NA,2021,154,203,NA,NA,121.5,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57612,Blue Cloud,L,N,F,BP,HVK,2021-06-21,121,121,121,N,Y,65,65,65,75,75.5,75.5,19.18,18.67,2021-07-07,NA,NA,White,Lt Blue,Green,R,Y,0.25,,9,old,2850-57901,2021-06-07,5,0,0,eggs collected,N,21,new,2850-57901,2021-07-02,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,13.25467597,0.553396366,650.4306667,26588.88,39.18933367,0.449234565,578.123,78613.80333,25.88971918,0.472137685,578.123,51934.77667,20.08206049,0.474752106,576.7596667,40284.61333,; LTS broken at tip; ,Y,GPS tag,Y,eggs collected,Y,NA,NA,2021,158,183,NA,NA,121,75.33333333,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57613,Blue Cloud,L,N,F,BP,HVK,2021-06-21,113,113,113,Y,Y,72,72,72,72,72,72,22.5,17.3,2021-06-28,NA,NA,Pink,Lt Green,Blue,R,Y,0.25,"From 19, 5E either from last year or earlier in the season, 3E new = 8E total",19,old,2850-57565,NA,3,0,0,unhatched,N,24,old,2850-57565,2021-07-12,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,21.5187122,0.486120655,604.0726667,43166.53667,35.98519109,0.435165608,640.4283333,72186.29333,31.13941675,0.449505921,622.1276667,62465.67,29.48433699,0.444094705,589.341,59145.58,"; caught in side shed nest, moved to wash room; ",N,NA,N,NA,Y,NA,NA,2021,NA,193,NA,NA,113,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57614,Blue Cloud,L,N,M,paired w/ female,MJA,2021-06-23,116,116,116,Y,Y,86.5,86.5,86.5,87,87,87,18,NA,NA,NA,NA,Dk Blue,Black,White,R,Y,0.25,,14,old,2850-57610,2021-06-03,4,0,0,eggs collected,N,22,new,2850-57610,2021-07-02,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,16.5311881,0.530664614,685.785,33161.56333,18.79053174,0.529012509,636.366,37693.80667,23.36988036,0.497350874,610.043,46879.98,24.87272017,0.500397476,610.753,49894.67667,"; RTS shorter than LTS, mud on bill; originally sexed female by BP, crossed out on 7/9/2021",N,NA,Y,eggs collected,Y,NA,NA,2021,154,183,NA,NA,116,87,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57615,Urban Farm Girlz,L,N,M,CP,HVK,2021-06-26,118,118,118,Y,Y,92,92,92,93,93,93,18.56,NA,NA,NA,NA,Lt Green,Orange,Red,R,Y,0.2,,2,old,2850-57608,2021-05-26,4,0,0,eggs collected,N,5,new,2850-57608,2021-06-21,4,4,4,fledged,Y,One nestling from nest 5 found dead after day 12 (3 fledged),2,old,2850-57608,2021-07-28,5,5,5,fledged,Y,,NA,,,NA,NA,NA,NA,,,,14.36256231,0.536152868,664.7476667,28811.3,19.43090894,0.542461921,656.7443333,38978.40333,15.09675972,0.518615177,621.7313333,30284.1,15.04342473,0.513309125,680.41,30177.11,; caught on nest 5 with female; Caught on nest 5 with female,N,NA,N,eggs collected,Y,NA,NA,2021,146,172,209,NA,118,93,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57616,Make Believe,L,N,F,BP,HVK,2021-06-29,114,114,114,Y,Y,71,71,71,72,72,72,17.62,NA,NA,NA,NA,Yellow,Yellow,NONE,R,Y,0.1,caught in shed,61,old,2811-82916,2021-06-05,5,0,0,unhatched,N,61,old,2811-82916,2021-07-08,4,0,0,unhatched,N,laid this clutch on top of old eggs,61,old,2811-82916,2021-08-12,2,0,0,unhatched,N,again laid on top of old eggs,NA,,,NA,NA,NA,NA,,,,15.17069458,0.554168993,659.0643333,30432.41333,31.66967099,0.470323607,619.127,63529.36,27.51520771,0.442996749,594.0593333,55195.50667,25.28585577,0.480740671,599.7233333,50723.42667,; ; ,N,NA,N,NA,Y,NA,NA,2021,156,189,224,NA,114,72,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57617,Urban Farm Girlz,L,N,F,BP,HVK,2021-06-30,115,115,115,Y,Y,73,73,73,73.5,73.5,73.5,18,NA,NA,NA,NA,Dk Blue,Dk Green,NONE,R,Y,0.2,,4,new,2850-57624,2021-06-12,3,3,3,fledged,Y,7,new,2850-57624,2021-08-02,2,0,0,abandoned,N,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,18.81801595,0.496386518,659.167,37748.94,45.07045862,0.400092512,625.7763333,90411.34,24.97048853,0.435123674,610.3633333,50090.8,29.8725673,0.45859081,598.6846667,59924.37,; ; ,N,NA,N,NA,Y,NA,NA,2021,163,214,NA,NA,115,73.5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57618,Blue Cloud,L,N,F,BP,HVK,2021-06-30,117,117,116.5,Y,Y,77,77,77.5,77,77,77,18.5,NA,NA,NA,NA,White,Yellow,White,R,N,NA,wasn't able to catch her mate. Likely they nested at #4 as well,4,old,UNB,2021-05-24,1,0,0,predated,N,17,new,UNB,2021-06-07,3,3,2,fledged,Y,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,17.14726321,0.51191769,668.4746667,34397.41,29.10325856,0.420841177,609.081,58381.13667,26.85584413,0.472627236,642.4716667,53872.82333,24.1649003,0.483063494,659.167,48474.79,; released without collecting blood or feathers because it started to rain; ,N,NA,N,NA,Y,NA,NA,2021,144,158,NA,NA,116.8333333,77,77.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57619,Reinarz,L,N,M,CP,HVK,2021-07-02,121,120.5,121,Y,Y,86,86,85,89,89,89,16.11,16.7,2021-07-06,NA,NA,Orange,Lt Blue,Red,R,Y,0.33,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,13.07579761,0.543875773,661.62725,26230.05,26.73066301,0.500474935,643.442,53621.71,23.9026454,0.444974862,606.7696667,47948.70667,18.72927052,0.512436726,651.7793333,37570.91667,"; ; caught in garage, seen with UNB female on 7/6. Never associated with a nest",N,NA,N,NA,Y,NA,NA,2021,NA,NA,NA,NA,120.8333333,89,85.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57620,Jims,L,N,M,CP,HVK,2021-07-07,117,117,117,Y,Y,81,81,81,80,80,80,16.9,NA,NA,NA,NA,Black,Yellow,Green,R,Y,0.33,"nestling died, started monitoring site on 6/18/21",1,old,2850-57623,2021-06-29,5,1,0,failed,N,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,18.95682619,0.509336457,661.7583333,38027.39333,29.35672649,0.452473986,625.676,58889.59333,24.84720837,0.4623586,626.1176667,49843.5,24.95873214,0.509986082,630.751,50067.21667,; ; ,N,NA,N,NA,Y,NA,NA,2021,180,NA,NA,NA,117,80,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57621,Brown Barn,L,N,M,CP,ASF,2021-07-07,122,122,122,Y,Y,99,98,99,96,96,96,16.7,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; LTS tattered; ,N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,122,96,98.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57622,Brown Barn,L,N,M,CP,ASF,2021-07-07,121,121,121,Y,Y,97.5,97,97.5,96,96,96,17.44,NA,NA,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,121,96,97.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57623,Jims,L,N,F,BP,HVK,2021-07-07,120,120,120,Y,Y,79,79,79.5,80,79.5,79.5,19.43,NA,NA,NA,NA,Dk Blue,Lt Green,Red,R,Y,0.25,"nestling died, started monitoring site on 6/18/21",1,old,2850-57620,2021-06-29,5,1,0,failed,N,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,19.75882519,0.515608814,635.4066667,39636.20333,30.15334164,0.478042211,624.7253333,60487.60333,32.30951977,0.43281709,622.6903333,64812.89667,34.63397474,0.445062019,645.0976667,69475.75333,; ; ,N,NA,N,NA,Y,NA,NA,2021,180,NA,NA,NA,120,79.66666667,79.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57624,Urban Farm Girlz,R,N,M,CP,HVK,2021-07-07,120,120,120,Y,Y,91,90.5,91,91,91,91,17.05,NA,NA,NA,NA,Pink,Dk Green,Yellow,L,Y,0.5,caught feeding nestlings at nest 4 in barn,4,new,2850-57617,2021-06-12,3,3,3,fledged,Y,7,new,2850-57617,2021-08-12,2,0,0,abandoned,N,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,16.42453971,0.541699827,648.722,32947.62667,27.21654204,0.499116427,610.4253333,54596.38333,25.3892323,0.491594342,627.796,50930.8,23.38827684,0.498470485,660.753,46916.88333,; ; ,N,NA,N,NA,Y,NA,NA,2021,163,224,NA,NA,120,91,90.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57625,Alishas,L,N,M,CP,HVK,2021-07-09,120,120,120,Y,Y,91,91,91,90,90,90,16.38,16.6,2021-07-22,NA,NA,,,,,Y,0.5,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; LTS damaged; no color combo; feather mites on TS; ,N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,120,90,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57626,Alishas,L,N,F,BP,HVK,2021-07-09,116,116,116,Y,Y,70.5,70.5,70.5,68,68,68,17.94,17.2,2021-07-22,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; Mud on bill; ,N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,116,68,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57627,Alishas,L,N,F,BP,HVK,2021-07-09,116,116,116.5,Y,Y,77,77,77,78,77.5,78,20.22,19.07,2021-07-22,NA,NA,,,,,N,NA,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; ; ,N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,116.1666667,77.83333333,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850-57628,Alishas,L,N,M,CP,HVK,2021-07-09,120,120,120,Y,N,93,93,93.5,76,76,76,17.25,17.26,2021-07-22,NA,NA,,,,,Y,0.3,,NA,,,NA,,,NA,,,,,,NA,,,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no glucose collected on 7/22 because veins too skinny, no fat near veins; RTS regrowing; ",N,NA,N,NA,N,NA,NA,2021,NA,NA,NA,NA,120,76,93.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
